language	year	period	date	sentence
german	2021	Pre-ChatGPT	2021-03-18	Das Fehlen des kroatischen Nationalspielers wird der VfL-Trainer verkraften können.
german	2021	Pre-ChatGPT	2021-08-30	Das Feld ist eingerahmt von einem Gürtel aus gewöhnlichem, deutlich höher gewachsenem Mais.
german	2021	Pre-ChatGPT	2021-09-15	Das Festival mit Schwerpunkt auf dem Bereich Independent Film wird zum 28. Mal organisiert.
german	2021	Pre-ChatGPT	2021-03-01	Das Feuer hat sich sofort auf die benachbarten Häuser ausgedehnt, die, wie damals üblich, alle mit Stroh eingedeckt waren.
german	2021	Pre-ChatGPT	2021-01-04	Das Feuer war am Sonntagabend aus bislang unbekannten Gründen in einem Mehrgenerationenhaus in Lauchröden (Wartburgkreis) ausgebrochen, wie die Polizei mitteilte.
german	2021	Pre-ChatGPT	2021-11-07	Das Feuer wurde von der Beihinger Straße und von der rückwärtigen Neckarseite aus bekämpft.
german	2021	Pre-ChatGPT	2021-07-19	Das Five9-Management stehe hinter dem Deal, das Geschäft werde als operative Einheit von Zoom unter dem bisherigen Firmenchef Rowan Trollope weitergeführt, teilte Zoom mit.
german	2021	Pre-ChatGPT	2021-12-19	Das Flugzeug ist im Gegenteil in höchster Weise anwesend, abgesehen von den Maschinen des 11. September wurde wohl keine Flugnummer weltweit häufiger in die Google-Suchmasken eingegeben.
german	2021	Pre-ChatGPT	2021-09-05	Das folgende Ranking stellt die Top/Flop-Werte im MDAX in KW 35 2021 dar.
german	2021	Pre-ChatGPT	2021-10-06	Das folgende Video gibt einen Eindruck davon, wie der Roboter arbeitet.
german	2021	Pre-ChatGPT	2021-06-09	Das Forschungsinstitut Brenner-Archiv der Universität Innsbruck präsentiert virtuelle Führungen zum Buch „Petras Aufzeichnungen“ von Paula Schlier aus dem Jahr 1926.
german	2021	Pre-ChatGPT	2021-06-29	Das Forschungsprojekt selbst wurde beendet, auch die Zeit der autonomen Busse sei vorbei, kein weiterer Einsatz sei geplant.
german	2021	Pre-ChatGPT	2021-04-09	Das Freiburger Landgericht hat am Freitag (09.04.2021) eine frühere Justizbeamtin, sowie einen Häftling verurteilt, weil sie offenbar in Drogengeschäfte im Gefängnis verstrickt waren.
german	2021	Pre-ChatGPT	2021-11-29	«Das fühlte sich am Mittwoch ziemlich groß an, und das fühlte sich auch heute ziemlich groß an.»
german	2021	Pre-ChatGPT	2021-05-31	Das fühlt sich erstmal gut an, dass es Bundesländer gibt, die uns mit reinnehmen in die Öffnungspläne.
german	2021	Pre-ChatGPT	2021-07-05	Das führe häufig zu Fehldiagnosen und unnötigen Verzögerungen.
german	2021	Pre-ChatGPT	2021-04-28	Das führt zu einer nahezu totalitären Argumentation, bei der es ums Rechthaben, auch ums Zerstören des anderen Standpunkts geht.“
german	2021	Pre-ChatGPT	2021-05-06	Das ganze Ökosystem steht auf dem Spiel», sagt Brent Impey, Präsident von New Zealand Rugby.
german	2021	Pre-ChatGPT	2021-08-09	Das Ganze sei ja erstmal ein Anfang; die Stadt wolle damit ein Angebot schaffen und „Ruhe reinbringen“ in einen Bereich, der in der Vergangenheit unter anderem von „Wanderarbeitern“ genutzt worden war und auch als Partyzone diente.
german	2021	Pre-ChatGPT	2021-06-02	Das geänderte Konsumverhalten habe sich aber auch beim Müll, der im Takeaway-Bereich der Gastronomie entstanden ist, gezeigt, sagt Göd.
german	2021	Pre-ChatGPT	2021-09-16	Das Gebäude soll künftig für Büros, Events und Gastro genutzt werden.
german	2021	Pre-ChatGPT	2021-10-06	Das Gebiet ist nur rund 30 Kilometer vom Alexanderplatz in der Mitte Berlins entfernt.
german	2021	Pre-ChatGPT	2021-04-03	Das gefällt nicht allen Will Youtube negative Bewertungen verstecken?
german	2021	Pre-ChatGPT	2021-01-27	Das Gegenteil sei der Fall: Die Schweiz bewege sich im Spitzenfeld der europäischen Nationen.
german	2021	Pre-ChatGPT	2021-10-08	Das geht aus Zahlen hervor, die den Stand des RKI-Dashboards von 4.01 Uhr wiedergeben.
german	2021	Pre-ChatGPT	2021-04-28	Das geht aus Zahlen vom Morgen hervor, die den Stand des RKI-Dashboards von 5.10 Uhr wiedergeben.
german	2021	Pre-ChatGPT	2021-01-08	Das geht schnell und einfach über das Internet ( an diesem Sonnabend haben wir zusätzlich ein Abotelefon eingerichtet (030-53 63 55-84).
german	2021	Pre-ChatGPT	2021-11-05	Das geht zu einem kleinen Teil auch auf Drittimpfungen zurück, für die man sich noch anmelden muss – mehr dazu in Dritte Impfung auch in der Steiermark; allerdings wird bereits überlegt, auch den dritten Stich für das freie Impfen freizugeben.
german	2021	Pre-ChatGPT	2021-02-02	Das Gelände wird bereits seit geraumer Zeit von Kindern und Jugendlichen mit Fahrrädern benutzt, allerdings auf selbstgebauten Parcours-Elementen, die durchaus risikoreich erscheinen.
german	2021	Pre-ChatGPT	2021-03-24	Das gelte auch für die Landtage der Bundesländer, weshalb Niedersachsens Ministerpräsident sicher ist: „Wir bewegen uns in einem Rahmen, den uns die Verfassung ausdrücklich gestattet.“
german	2021	Pre-ChatGPT	2021-11-16	Das genaue Motiv sei unklar, wahrscheinlich wollte der Mann die Tat vertuschen.
german	2021	Pre-ChatGPT	2021-03-17	Das Gericht stellte einen versuchten Mord fest, weil Hans-Peter B. nicht an der Inbrandsetzung, sondern an den Folgen eines Schädel-Hirn-Traumas starb.
german	2021	Pre-ChatGPT	2021-06-11	»Das Geschäft mit Zigarren und Zigarillos läuft auch in der Pandemie glänzend«, betonte Siedentop.
german	2021	Pre-ChatGPT	2021-01-17	Das geschieht erst, wenn am Freitag die Ergebnisse der Briefwahl verkündet werden, als rechtssichere Bestätigung der digital durchgeführten Wahlen.
german	2021	Pre-ChatGPT	2021-05-10	Das Gesellschaftsbild hingegen vermittelt eine Vielzahl unterschiedlicher Aspekte, die aber etwas konzentrierter besprochen hätten werden können.
german	2021	Pre-ChatGPT	2021-02-24	Das Gespenst Argentinien 2.0 wird am Horizont immer deutlicher – bis heuer nur eine Fata Morgana, aber in baelde Realitaet.
german	2021	Pre-ChatGPT	2021-08-24	"Das gilt auch für die sieben Wiener Grünen-Abgeordneten, die rein rechnerisch mit der Opposition für Nehammers ""Absetzung"" durch den Nationalrat sorgen könnten."
german	2021	Pre-ChatGPT	2021-12-06	Das gilt auch für eine Gemeinschaft wie die Willensnation Schweiz.
german	2021	Pre-ChatGPT	2021-08-12	Das gilt ebenso für die Position des Gemeindebundes als Interessenvertretung der österreichischen Gemeinden.
german	2021	Pre-ChatGPT	2021-06-15	Das Gipfeltreffen zwischen Biden und Putin wird vier bis fünf Stunden dauern.
german	2021	Pre-ChatGPT	2021-08-07	Das Gleiche gilt für Werkzeug, eine Pumpe und einen Ersatzschlauch.
german	2021	Pre-ChatGPT	2021-08-15	Das gleiche Schema wie bei den Siebenbürger Sachsen.
german	2021	Pre-ChatGPT	2021-05-09	"Das große Backen – Die Profis"" ist aktuell bei Sat.1 zu sehen."
german	2021	Pre-ChatGPT	2021-03-15	Das große Finale von „Der Bachelor“ steht kurz bevor und Fans müssen sich auf eine harte Änderung gefasst machen.
german	2021	Pre-ChatGPT	2021-09-09	Das Grundstück, das der Gemeinde gehört, hätte von der Grün- in die Bauzone überführt werden sollen.
german	2021	Pre-ChatGPT	2021-12-09	Das Gute daran: Mit einem cleveren Plan ist das gar nicht so schwer.
german	2021	Pre-ChatGPT	2021-11-02	Das habe ich die Bergwachtler auch immer gefragt – und immer ein Wort als Antwort bekommen.
german	2021	Pre-ChatGPT	2021-10-29	Das habe man rechtzeitig erkannt und im Akt vermerkt, die Handy-Ortung habe dann nicht stattgefunden.
german	2021	Pre-ChatGPT	2021-09-07	Das haben nun Andrea Böhnisch von der Ludwig-Maximilians-Universität (LMU) und ihre Kollegen genauer untersucht.
german	2021	Pre-ChatGPT	2021-02-11	Das Handelsgericht in Toulon hatte 2017 den Tüv Rheinland zur Zahlung von etwa 60 Millionen Euro Schadenersatz an rund 20.000 Klägerinnen verurteilt.
german	2021	Pre-ChatGPT	2021-06-28	Das hat sich in den letzten Jahren so entwickelt.
german	2021	Pre-ChatGPT	2021-07-14	Das hatte sich nicht darum gekümmert, dass die Klimaanlage in der Küche wochenlang nicht funktionierte, und Flores selbst wegen Temperaturen über 32 Grad mit Dehydration im Krankenhaus landete.
german	2021	Pre-ChatGPT	2021-08-07	Das hat Top-Nationen wie Frankreich, Grossbritannien oder Deutschland die Chance auf eine gute Platzierung gekostet.
german	2021	Pre-ChatGPT	2021-04-30	Das hat uns am Beginn ein wenig aufgehalten, ich bin es auch langsam angegangen.
german	2021	Pre-ChatGPT	2021-11-07	Das heiße aber nicht, dass das Wohnen in Wien für Menschen mit wenig Einkommen bezahlbarer wird, betonte Ulreich – denn der Rückgang betreffe nur den privaten Neubau.
german	2021	Pre-ChatGPT	2021-11-10	Das heißt, die Ohrhörer überleben sogar einen Platscher in eine Pfütze oder können nach einem Sandbad unterm Wasserhahn abgespült werden.
german	2021	Pre-ChatGPT	2021-06-24	Das heißt, er verhindert das Energietief nach dem Essen.
german	2021	Pre-ChatGPT	2021-09-23	Das heißt, es herrscht nirgendwo mehr sehr hohe Infektionsgefahr.
german	2021	Pre-ChatGPT	2021-03-29	Das heißt für die Täter ein Verweis aus der Wohnung und ein bis zu zehn Tagen währendes Rückkehrverbot.
german	2021	Pre-ChatGPT	2021-12-21	Das heißt, ich setze mich entspannt hin und zähle während der Ausatmung langsam von eins bis fünf.
german	2021	Pre-ChatGPT	2021-06-14	Das heißt natürlich, dass ich didaktisch andere Zugänge brauche.
german	2021	Pre-ChatGPT	2021-09-20	Das heißt, wer einen ausländisch klingenden Namen, aber einen österreichischen Pass hat, fällt in der Stadt ebenfalls in die Kategorie „Migrationshintergrund“.
german	2021	Pre-ChatGPT	2021-04-09	Das hemmt die Investitionstätigkeit hierzulande massiv und schreckt Investoren ab.
german	2021	Pre-ChatGPT	2021-07-03	Das Herz des lebenswerten Quartiers bildet ein rund zwei Hektar großer Park.
german	2021	Pre-ChatGPT	2021-10-21	Das heute bekannt gewordene Konzept sieht vor, die bereits existierenden EU-Battlegroups zu schlagkräftigen und kurzfristig einsetzbaren Krisenreaktionskräften weiterzuentwickeln.
german	2021	Pre-ChatGPT	2021-03-20	Das heutige Spiel war unser bestes in der ganzen Viertelfinal-Serie gegen Fehervar.
german	2021	Pre-ChatGPT	2021-09-02	Das hier ist kein Job, es ist eine Lebensaufgabe, für die es ganz viel Herzblut braucht.
german	2021	Pre-ChatGPT	2021-01-15	Das Hilfspaket schafft finanzielle Planungssicherheit für alle Kommunen und zeigt ganz klar: Die Bundesregierung lässt uns nicht im Stich“, kommentierte Gemeindebund-Präsident Alfred Riedl das Hilfspaket.
german	2021	Pre-ChatGPT	2021-04-15	Das Hinterlassen der geplanten Tour beim Hüttenpersonal hat schon so manchem*r Bergbegeisterten das Leben gerettet.
german	2021	Pre-ChatGPT	2021-11-20	Das historische Foto der vergangenen Woche zeigte die Drehscheibe in Unterburg.
german	2021	Pre-ChatGPT	2021-10-26	Da sich gezeigt habe, dass all diese Vorwarnungen vergeblich waren, seien Haftstrafen nun die logische Folge, so der Richter.
german	2021	Pre-ChatGPT	2021-09-29	Da sich im selben Zeitraum auch Einschränkungen auf den DB-Strecken von Lindau nach Bayern und Baden-Württemberg ergeben, werden die Reisenden ersucht, die Informationen der DB zu beachten.
german	2021	Pre-ChatGPT	2021-04-30	Da sie diese Teile der Erbschaft gar nicht erst antreten, reduziert das die Erbschaftssteuerlast.
german	2021	Pre-ChatGPT	2021-07-22	Das im europäischen und weltweiten Vergleich relativ gute Bestehen Deutschlands in der Pandemie ist vor allem dem Einsatz des medizinischen Personals und der gut aufgestellten medizinischen und pflegerischen Versorgung zu danken.
german	2021	Pre-ChatGPT	2021-03-14	Das Impeachment von 1868 überstand Johnson nur knapp – um eine einzige Stimme.
german	2021	Pre-ChatGPT	2021-03-30	Da sind also jene, die ein Büdchen gepachtet haben.
german	2021	Pre-ChatGPT	2021-06-18	Da sind Sie nicht allein – vielen Menschen geht es nicht anders.
german	2021	Pre-ChatGPT	2021-06-11	Das Infektionsgeschehen ist in Telgte noch nicht wieder so aufgeflammt.
german	2021	Pre-ChatGPT	2021-05-18	Das Infektionsrisiko in Fernzügen ist offenbar nicht größer als bei anderen Aktivitäten.
german	2021	Pre-ChatGPT	2021-01-20	Das Innenministerium hatte daraufhin festgestellt, dass die Vergabe tatsächlich nicht ordnungsgemäß war.
german	2021	Pre-ChatGPT	2021-05-20	Das Innenministerium solle sich bei der operativen Arbeit der Polizei zurückhalten.
german	2021	Pre-ChatGPT	2021-08-03	Das Interesse der Bauherren ist groß, die Branche zeigt sich noch verhalten.
german	2021	Pre-ChatGPT	2021-01-27	Das Interesse der Fans an Star-Wars-Videospielen mit Multiplayer-Fokus ist also noch immer vorhanden - und vielleicht sogar größer denn je.
german	2021	Pre-ChatGPT	2021-07-28	Das Internationale Herbstlager findet in der Gedenkstätte Ahrensbök statt.
german	2021	Pre-ChatGPT	2021-09-01	Das IPC arbeitet eigens mit Prothesenbauern zusammen, etwa dem deutschen Unternehmen Ottobock, das in Tokio auch eine Werkstatt unterhält, in der die Athleten ihre Ausrüstung reparieren können.
german	2021	Pre-ChatGPT	2021-05-13	Das ist aber die eigentliche Angst der Anleger.
german	2021	Pre-ChatGPT	2021-10-11	Das ist aber nicht der Fall, das macht mich natürlich traurig“.
german	2021	Pre-ChatGPT	2021-01-07	Das ist absolut inakzeptabel», heisst es in einem Statement des Vereins.
german	2021	Pre-ChatGPT	2021-01-03	"Das ist ausgesprochen wichtig in diesem Job"", sagt ihr neuer Chef, Stadtmarketing-Obmann Simon Pecher."
german	2021	Pre-ChatGPT	2021-08-12	"Das ist bei Zootieren üblich und wichtig"", sagt Zootierarzt Roller."
german	2021	Pre-ChatGPT	2021-05-07	Das ist besser, als es die Gemeinde erwartet hatte.
german	2021	Pre-ChatGPT	2021-10-08	Das ist der bisherige Tiefstpreis für den Fernseher mit Dolby Vision, HDR10+ und 3 x HDMI.
german	2021	Pre-ChatGPT	2021-03-09	Das ist doch bestimmt hilfreich, wenn die Bevölkerung weiß um wen es sich handelt.
german	2021	Pre-ChatGPT	2021-10-19	Das ist ein beispielloses Vorgehen innerhalb der Europäischen Union.
german	2021	Pre-ChatGPT	2021-08-31	"Das ist eine der großen sozialen Ungerechtigkeiten, nicht nur in Potsdam, sondern deutschlandweit"", sagte die Grünen-Politikerin."
german	2021	Pre-ChatGPT	2021-02-15	Das ist eine kleine Korrektur, nicht mehr und nicht weniger.“
german	2021	Pre-ChatGPT	2021-11-15	Das ist eine notwendige Voraussetzung, um im Betriebsablauf für zielgenauen, effektiven Infektionsschutz sorgen zu können“, so Dulger.
german	2021	Pre-ChatGPT	2021-09-09	Das ist einer Demokratie unwürdig, widerlich und diskriminierend!
german	2021	Pre-ChatGPT	2021-06-17	Das ist ein ganz anderer Fall wie bei David, den wir sehr ungern verloren haben.
german	2021	Pre-ChatGPT	2021-09-03	Das ist ein Plus von fast 33 Prozent.
german	2021	Pre-ChatGPT	2021-09-22	Das ist ein Traum, besser kann man es sich nicht wünschen.
german	2021	Pre-ChatGPT	2021-12-16	Das ist etwa ein Zehntel des monatlichen Mindestlohns.
german	2021	Pre-ChatGPT	2021-10-07	Das ist gut für die Grünauer Nachbarn und die neuen Bewohner“, so Igel.
german	2021	Pre-ChatGPT	2021-06-11	Das ist jetzt auch über die Homepage der Stadt Torgelow unter der Rubrik „Wirtschaft und Bauen“, möglich.
german	2021	Pre-ChatGPT	2021-09-21	Das ist keine unerhebliche Summe für ein Unternehmen, das im vergangenen Jahr unterm Strich rund eine Milliarde Euro Verlust gemacht hat.
german	2021	Pre-ChatGPT	2021-09-12	"Das ist natürlich nicht ideal"", weiß Williams' Chef für Fahrzeug-Performance, Dave Robson."
german	2021	Pre-ChatGPT	2021-05-18	Das ist nicht nur stimmig, sondern führt uns natürlich durch die Endzeit von Days Gone.
german	2021	Pre-ChatGPT	2021-10-04	Das ist nun noch einmal empirisch fundierter belegt, weil Haugen interne Facebook-Forschung offenlegte.
german	2021	Pre-ChatGPT	2021-12-14	"Das ist sehr bedauerlich, weil wir sehen weltweit und wir sehen auch in Europa, wie stark die Klimakrise ein Konfliktverschärfer ist"", sagte die Grünen-Politikerin am Dienstag am Rande einer Abrüstungskonferenz in der schwedischen Hauptstadt Stockholm."
german	2021	Pre-ChatGPT	2021-11-19	»Das ist so ähnlich, wie wenn eine Eisdecke zu dünn wird.
german	2021	Pre-ChatGPT	2021-10-24	"Das ist unser Wohnzimmer, hier kann man nicht leicht gewinnen"", sagte der 33-Jährige, der unter Trainer Steffen Baumgart förmlich aufblüht und bereits seine Saisontreffer fünf und sechs erzielen konnte."
german	2021	Pre-ChatGPT	2021-05-03	Das ist vor allem einer Frau zu verdanken: Melissa Proctor (40), Vize-Präsidentin und Marketing-Chefin des Teams und damit Capelas Boss.
german	2021	Pre-ChatGPT	2021-08-25	Das ist wie beim Tanzen, wenn einer mal anfängt, dann machen irgendwann alle mit.“
german	2021	Pre-ChatGPT	2021-12-17	Das Jahr 2021 war für Ping An kein Gutes.
german	2021	Pre-ChatGPT	2021-04-03	Das jedenfalls ist immer wieder der Eindruck von Menschen, die von außen auf die Stadt blicken.
german	2021	Pre-ChatGPT	2021-08-30	Das Jugendangebot von ARD und ZDF heißt „funk“
german	2021	Pre-ChatGPT	2021-05-06	Das Jugendparlament kann seine Ideen aber auch mittels Partizipationsvorstoss einbringen.
german	2021	Pre-ChatGPT	2021-08-01	Das jüngere Publikum fand in der Klostergasse ihren Musikgeschmack getroffen.
german	2021	Pre-ChatGPT	2021-03-04	Das junge Unternehmen führte im vergangenen Jahr 32 Rotationen ab Bern-Belp und Sitten durch und verband die griechischen Destinationen Heraklion, Kos und Rhodos mit Bern.
german	2021	Pre-ChatGPT	2021-06-01	Das Kalorien-Plus ließ das Gehirn wachsen und machte den Homo sapiens mit Abstand zum produktivsten, fähigsten und vielseitigsten Hersteller und Verwender von Werkzeugen in der Geschichte des Lebens.
german	2021	Pre-ChatGPT	2021-08-31	Das kam so oft bei uns zur Sprache, dass ich das irgendwie verstanden habe.
german	2021	Pre-ChatGPT	2021-09-02	Das kann bei der Suche nach Leben im Weltall nützlich sein, erklären Fachleute.
german	2021	Pre-ChatGPT	2021-04-02	"Das kann dann zur Suche nach der Nadel im Heuhaufen werden"", sagt Puchelt."
german	2021	Pre-ChatGPT	2021-07-31	Das Kanzleramt und die „Tagesschau“ kritisieren Russland für seinen Umgang mit kritischen Journalisten und Oppositionellen.
german	2021	Pre-ChatGPT	2021-11-25	Das Klima würde sich um mehr als 1,5 Grad erwärmen (Quelle: ), die Meeresspiegel werden angestiegen sein, Millionen Menschen werden ihre Heimat verlassen müssen und auf der Flucht sein.
german	2021	Pre-ChatGPT	2021-06-08	Das klingt im ersten Moment pragmatisch und fair – immerhin geht es ums Parlament.
german	2021	Pre-ChatGPT	2021-03-12	Das klingt jetzt nicht viel, ist aber trotzdem sehr wichtig, weil diese symptomlos waren, sich sicher gefühlt haben und andere Menschen hätten anstecken können“, sagt der Präsident der steirischen Apothekerkammer, Gerhard Kobinger.
german	2021	Pre-ChatGPT	2021-11-10	Das Kollektiv Anna Kpok zeigt im Ringlokschuppen die interaktive Theaterinstallation „Umgeben von Dingen“.
german	2021	Pre-ChatGPT	2021-10-22	Das kommt sehr gut an in der Mannschaft.
german	2021	Pre-ChatGPT	2021-02-19	Das könne aber nicht verhindern, dass viele von ihnen durchs Raster fallen.“
german	2021	Pre-ChatGPT	2021-04-03	Das könnte etwas schwieriger werden, weil sich Kaninchen generell nicht so leicht vergesellschaften lassen – und Ludwig scheint in dieser Beziehung ein besonderer Fall zu sein.
german	2021	Pre-ChatGPT	2021-02-06	Das könnte laut Biontech „idealerweise dazu führen, dass mittelfristig Kapazitäten erhöht werden könnten“.
german	2021	Pre-ChatGPT	2021-01-08	Das könnte Sie auch interessierenImpfstrategie: Landkreis Hof impft zuerst nur in Seniorenheimen und Klinik-MitarbeiterDen Impfstart gegen Corona kann man besonders in Oberfranken als holprig bezeichnen.
german	2021	Pre-ChatGPT	2021-11-09	Das Konzernergebnis stieg auf 362,4 Millionen Euro nach 189,1 Millionen.
german	2021	Pre-ChatGPT	2021-08-21	Das Konzert eröffnet hatten zuvor das Newcomerduo Brofaction und Sängerin Naranayjana.
german	2021	Pre-ChatGPT	2021-05-03	Das Konzessionsgebiet und die historische Explorationsdatenbank wurden im Rahmen von Optionsvereinbarungen mit zwei verschiedenen Parteien erworben.
german	2021	Pre-ChatGPT	2021-08-16	Das Konzessionsgebiet wird von Gabbro, Pyroxeniten und Dioriten durchschnitten.
german	2021	Pre-ChatGPT	2021-01-29	Das Kühlsystem vom Youtube-Kanal Tech Ingredients lässt sich einfach nachbauen - wenn ihr zufällig eine passende Klimaanlage übrig habt.
german	2021	Pre-ChatGPT	2021-04-19	Das Kursziel wird auf 34 Euro angehoben, dem Hoch des letzten Zyklus.
german	2021	Pre-ChatGPT	2021-10-28	Das kurze Video bringt die Stadtverbesserin zum Grübeln über das flüchtige Wesen der Authentizität.
german	2021	Pre-ChatGPT	2021-02-14	Das Labor in Conakry habe „die Existenz des Ebolavirus bestätigt“, sagte der Leiter der nationalen Gesundheitsbehörde, Sakoba Keïta, am Sonntag nach einer Dringlichkeitssitzung.
german	2021	Pre-ChatGPT	2021-06-24	Das Ladeproblem entschärft Sono Motors mit der Solartechnik.
german	2021	Pre-ChatGPT	2021-10-09	Das lag auch an den schwierigen Bedingungen, mit denen die Fahrer zu kämpfen hatten.
german	2021	Pre-ChatGPT	2021-11-18	Das Landesgesundheitsamt meldete am Freitagabend eine Inzidenz von 205,2.
german	2021	Pre-ChatGPT	2021-12-03	Das Landgericht Kleve und das Oberlandesgericht Hamm haben die Auffassung der Anstaltsleitung bestätigt.
german	2021	Pre-ChatGPT	2021-12-22	Das Landgericht Regensburg und das Oberlandesgericht Nürnberg hatten der Frau die Behauptung verboten, denn die Äußerungen beeinträchtigten die persönliche Würde Naidoos und hätten eine Prangerwirkung.
german	2021	Pre-ChatGPT	2021-07-07	Das Land NÖ investiert daher 970.000 Euro in die Sanierung der B 18, Bundesrat Karl Bader nahm am Mittwoch in Vertretung von Landeshauptfrau Johanna Mikl-Leitner den symbolischen Baubeginn für die Fahrbahnerneuerung vor.
german	2021	Pre-ChatGPT	2021-08-17	Das Land spendiert 10.000 Euro aus dem Strategiefonds.
german	2021	Pre-ChatGPT	2021-08-31	Das Leipziger Food-Startup the nu company hinter den veganen und zuckerreduzierten Schokoriegeln nucao und der Bio-Proteinmarke numove hat seine erste Finanzierungsrunde erfolgreich abgeschlossen.
german	2021	Pre-ChatGPT	2021-02-03	Das Leistungsspektrum der steirischen Feuerwehren war im Jahr 2020 breit gefächert – mehr dazu in CoV, Sturm und Schnee forderte Feuerwehren (30.12.2020).
german	2021	Pre-ChatGPT	2021-09-09	Das letzte Drittel müsste von Mieterinnen und Mietern getragen werden, deren Kaltmiete steigen würde.
german	2021	Pre-ChatGPT	2021-05-10	Das letzte Duell endete 1:1 – aber RWE ist auf einer Position jetzt besser aufgestellt.
german	2021	Pre-ChatGPT	2021-04-26	Das letzte Jahr war nicht nur wegen der Coronapandemie eine Herausforderung für die Stadtbibliothek.
german	2021	Pre-ChatGPT	2021-02-24	Das letztinstanzliche Urteil aus dem Labor des Museums auch nicht die Sensation, über die die „New York Times“ zuerst berichtet hat.
german	2021	Pre-ChatGPT	2021-09-12	Das liege an mangelnder materieller und personeller Ausstattung.
german	2021	Pre-ChatGPT	2021-12-02	Das listet mehr als 150 Bugfixes und Optimierungen auf, die unter anderem auf Grundlage des Spielerfeedbacks seit dem 12. November umgesetzt wurden.
german	2021	Pre-ChatGPT	2021-12-07	Das Lob geht in diesem Fall an die Dresdner Polizei und deren Präsidenten Jörg Kubiessa.
german	2021	Pre-ChatGPT	2021-02-12	Das machen seriöse Anbieter schon jetzt nicht, doch es gibt eben auch andere, die es sich an dieser Stelle einfach machen.
german	2021	Pre-ChatGPT	2021-11-11	Das macht ihn auch zu einer der bisher teuersten Netflix-Produktionen.
german	2021	Pre-ChatGPT	2021-10-12	Das Mädchen blieb vermisst und wurde seitdem im felsigen, dicht bewachsenen Gebiet zwischen den Städten Waldmünchen, Furth im Wald und Domazlice gesucht.
german	2021	Pre-ChatGPT	2021-11-13	Das Mandat schreibt vor, dass in Unternehmen mit mindestens 100 Beschäftigten die Mitarbeiter gegen das Coronavirus geimpft oder wöchentlich getestet werden und eine Maske tragen müssen.
german	2021	Pre-ChatGPT	2021-06-15	Das Medikament stelle bislang sei keine statistisch relevante Verbesserung im Vergleich zur Kontrollgruppe, die ein Placebo erhalten habe, dar, so das Unternehmen.
german	2021	Pre-ChatGPT	2021-12-23	Das merkt man an dem titelgebenden Song der sich “Roots, Blood Roots” vornimmt und damit weihnachtliche Stimmung verbreiten möchte.
german	2021	Pre-ChatGPT	2021-02-02	Das Militär kann sich nicht sicher sein, dass diese auf eine Masse an Demonstranten feuern würden.
german	2021	Pre-ChatGPT	2021-04-28	"Das Ministerium für Staatsvermögen, das die Verhandlungen auf Seiten der Regierung geführt hatte, nannte die Grundsatzeinigung am Mittwoch ""historisch""."
german	2021	Pre-ChatGPT	2021-01-15	Das mit der viel höheren Summe war doch der Vorschlag vom Donald, ist der jetzt durch Joe besser geworden?
german	2021	Pre-ChatGPT	2021-03-08	Das mit Spannung erwartete Interview von Herzogin Meghan und Prinz Harry besitzt Sprengkraft.
german	2021	Pre-ChatGPT	2021-05-18	Das möchte er nun bei einem dualen Studium der Fitnesswissenschaft und Fitnessökonomie weiterverfolgen.
german	2021	Pre-ChatGPT	2021-09-30	Das Motto lautet diesmal «Moscheen gestern und heute».
german	2021	Pre-ChatGPT	2021-09-10	"Das münsterische Gesundheitsamt empfiehlt allen Gästen des ""Cuba Nova"" vom 3. September, sich einem Bürgertest zu unterziehen."
german	2021	Pre-ChatGPT	2021-04-24	Das neue Gesetz sieht einige Ausnahmen bei den Beschränkungen vor.
german	2021	Pre-ChatGPT	2021-07-22	Das neue Logo soll das bisherige Verbandslogo und jenes für «Das Schweizer Ei» verbinden.
german	2021	Pre-ChatGPT	2021-08-31	Das neue Magazin der Volkshochschule ist pünktlich zum Semesterbeginn am 30. August erschienen.
german	2021	Pre-ChatGPT	2021-10-06	Das neue Pfand kommt nicht nur für PET-Flaschen, sondern auch für Getränke-Dosen.
german	2021	Pre-ChatGPT	2021-09-10	Das nun verabschiedete Gesetz verpflichtet die Betreiber, Cell Broadcast technisch umzusetzen und in ihren Netzen dauerhaft zur Verfügung zu stellen.
german	2021	Pre-ChatGPT	2021-09-04	Da sollte er sich mal schön zurück halten mit Vorwürfen.
german	2021	Pre-ChatGPT	2021-06-24	Das Online-Magain spricht sogar von 7.000 Luxus- und Sportwagen.
german	2021	Pre-ChatGPT	2021-04-18	Das Ordnungsamt hatte im Vorfeld Hinweise zu der Party bekommen.
german	2021	Pre-ChatGPT	2021-09-26	Das österreichische Unternehmen eröffnete im ersten Stock eine Filiale.
german	2021	Pre-ChatGPT	2021-03-11	Das Paar habe sich nach Dreharbeiten in der Dominikanischen Republik auf der Rückreise befunden und einen Zwischenstopp in Spanien eingelegt.
german	2021	Pre-ChatGPT	2021-04-23	Das Parlament berät am Freitag auch über den Bundeswehr-Einsatz in Mali.
german	2021	Pre-ChatGPT	2021-11-02	Das Petal Travel Center der mobilen Suchmaschine, ein spezielles Portal für Reisen, bietet den Nutzern eine umfassende Unterstützung während ihrer gesamten Reise, von der Flugplanung bis zur Auswahl eines Hotels.
german	2021	Pre-ChatGPT	2021-09-29	Das Potenzial, das sie jetzt hat, das sind überzeugte AfD-Anhängerinnen und -anhänger.
