language	year	period	date	sentence
russian	2024	Post-ChatGPT	2024-02-07	Была цель помочь тем, кто в этом нуждается больше всего.
russian	2024	Post-ChatGPT	2024-02-08	Были проведены наблюдения в Баку и еще 41 городе и районе страны, в том числе в НАР и на освобожденных от оккупации землях.
russian	2024	Post-ChatGPT	2024-07-19	Были шокированы, когда увидели, как жестоко расправились с баранами.
russian	2024	Post-ChatGPT	2024-12-10	Был ли отказ от подписания соглашения в сфере образования продиктован исключительно политическими мотивами или за этим стоят иные, более весомые причины?
russian	2024	Post-ChatGPT	2024-01-24	Было бы логично, если бы сторно было с датой сдачи расчета, либо хотя бы с крайним сроком: 25 числом.
russian	2024	Post-ChatGPT	2024-06-15	Было достаточно волнительно перед самим ЕГЭ по литературе, переживала, что попадется не изученная мною тема, но всё прошло отлично!
russian	2024	Post-ChatGPT	2024-03-19	«Было много причин, по которым я поверил в мошенничество.
russian	2024	Post-ChatGPT	2024-09-12	«Было одно обращение с гипертоническим кризом», – комментировала главврач Убинской ЦРБ Ольга Босхомжиева.
russian	2024	Post-ChatGPT	2024-11-22	"Было отмечено, что международная программа развития возобновляемых источников энергии состоит из нескольких проектов коридоров ""зеленой энергии""."
russian	2024	Post-ChatGPT	2024-09-17	Было пять штурмовых действий захватчиков вблизи Часового Яра, Ступочек и Клещиевки.
russian	2024	Post-ChatGPT	2024-07-04	Было это в славные времена, когда о пластиковые карточки видели только в голливудских фильмах, а зарплату выдавали исключительно наличными.
russian	2024	Post-ChatGPT	2024-11-06	Бюджет ленты вырос до 2 миллионов долларов, что значительно превышает расходы на предыдущие части, и это позволило создать еще более впечатляющие сцены.
russian	2024	Post-ChatGPT	2024-06-07	В 00:40 в Чугуеве в результате попадания БПЛА в землю повреждены автомобиль, забор, водопроводная труба, окна девятиэтажного и пятиэтажного домов, амбулатория, магазин, отделение Укрпочты, помещение СТО.
russian	2024	Post-ChatGPT	2024-02-13	В 100 граммах продукта содержится 70 процентов от суточной нормы цинка, важного для построения здоровой ногтевой пластины.
russian	2024	Post-ChatGPT	2024-04-26	В 1078 году игумен Стефан ушел из Лавры и основал новый монастырь в честь Пресвятой Богородицы - Кловский, который долгое время процветал, но в середине XIII века его разрушили орды Батыя.
russian	2024	Post-ChatGPT	2024-07-11	В 1/8 финала казахстанец сумел обыграть третьего сеяного на турнире китайца Фанцзинь Суня.
russian	2024	Post-ChatGPT	2024-07-27	В 1927 году окончил курсы в Школе командного состава РККА.
russian	2024	Post-ChatGPT	2024-03-05	В 1968 году Ирэна Морозова снялась в фильме «Живой труп», затем сыграла порядка 80 ролей в театре и кино, а широкую известность ей принесла роль Рубины в телесериале «Кармелита».
russian	2024	Post-ChatGPT	2024-06-15	"В 1983 году появился его главный хит ""L'italiano""."
russian	2024	Post-ChatGPT	2024-07-30	В 2003 году профессия пиарщика была официально зарегистрирована в России, а 28 июля 2004 года отечественное PR-сообщество впервые отметило свой профессиональный праздник.
russian	2024	Post-ChatGPT	2024-04-07	В 200 метрах, также в воде, был обнаружен автомобиль, принадлежащий Московому.
russian	2024	Post-ChatGPT	2024-07-16	В 2010 году в рамках миссии Lunar Reconnaissance Orbiter (LRO) миниатюрный радиочастотный прибор Mini-RF изучил область в Море Спокойствия, где располагалась яма Mare Tranquillitatis.
russian	2024	Post-ChatGPT	2024-05-05	В 2014 году поехала в Москву, где на протяжении двух недель обучалась хендлингу.
russian	2024	Post-ChatGPT	2024-04-11	В 2017 году за 3 миллиона рублей можно было купить неплохой немецкий автомобиль хорошего качества.
russian	2024	Post-ChatGPT	2024-12-09	В 2019-2020 годах метеорологическая зима так и не наступила.
russian	2024	Post-ChatGPT	2024-12-15	"В 2019 году Беят впервые была избрана в польский Сейм по списку ""Левых вместе"" и была вице-главой фракции."
russian	2024	Post-ChatGPT	2024-06-19	В 2019 году Ким Чен Ын Путину необычный подарок — северокорейский лидер преподнес ему меч.
russian	2024	Post-ChatGPT	2024-09-06	В 2021 году аналогичный показатель превышал 5,2 миллиарда.
russian	2024	Post-ChatGPT	2024-01-10	В 2021 году он перешел во французский «Пари Сен-Жермен», вместе с которым дважды выиграл чемпионат страны и один раз — Суперкубок Франции.
russian	2024	Post-ChatGPT	2024-06-26	В 2021 году США объявили о выводе своих войск из Афганистана, и талибы начали наступление на позиции афганской армии, захватили Кабул и подчинили жизнь афганцев строгим нормам шариата.
russian	2024	Post-ChatGPT	2024-04-14	В 2022 году Екатерина Тышкевич призналась, что страдает от сильной головной боли.
russian	2024	Post-ChatGPT	2024-12-03	В 2022 из фракции вышел Олег Воронько, в отношении которого открыли производство за подделку документов.
russian	2024	Post-ChatGPT	2024-06-04	В 2023 году Telegram-канал сообщил, что Эйдельштейн занялся установлением отцовства, чтобы получить возможность претендовать на наследство отца.
russian	2024	Post-ChatGPT	2024-01-17	В 2023 году Всероссийская муниципальная премия «Служение» проводилась впервые, она станет ежегодным событием для муниципального сообщества.
russian	2024	Post-ChatGPT	2024-04-22	В 2023 году в Украине родилось 187 тысяч детей.
russian	2024	Post-ChatGPT	2024-02-22	В 2023 году их выручка в среднем выросла на 64%, а стоимость — на 20%, — говорится в сообщении.
russian	2024	Post-ChatGPT	2024-12-07	В 2023 году он выиграл с армейцами Кубок России.
russian	2024	Post-ChatGPT	2024-07-25	В 2023-м сотрудники Чувашского государственного института гуманитарных наук провели здесь экспедицию.
russian	2024	Post-ChatGPT	2024-05-03	В 2024 году в рейтинге всего 180 стран.
russian	2024	Post-ChatGPT	2024-09-28	В 2024 году в учреждение поступили 99 человек.
russian	2024	Post-ChatGPT	2024-12-28	В 2024 году рекламный рынок столкнулся со многими вызовами, но достойно с ними справился и обернул ситуацию себе на пользу.
russian	2024	Post-ChatGPT	2024-05-02	В 2024 году святыня прибудет в республику в восьмой раз.
russian	2024	Post-ChatGPT	2024-12-05	В 2025 году некоторые предприниматели на УСН начнут платить НДС.
russian	2024	Post-ChatGPT	2024-07-01	В 20:30 на площади Ленина начнется концерт российской эстрадно-народной исполнительницы Елены Василёк.
russian	2024	Post-ChatGPT	2024-07-02	В 30-е церковь превратили в складское помещение, потом здесь долго была офицерская столовая.
russian	2024	Post-ChatGPT	2024-11-29	В 32 матчах действующий обладатель Кубка Гагарина заработал 34 балла.
russian	2024	Post-ChatGPT	2024-02-02	В Narva Gate надеялись, что Нарва, создавая совместно с предприятием Квартал культуры, отдельно рассмотрит возможность размещения в нем либо музыкальной, либо художественной школы, но, по словам Яануса Микка, этот вопрос уже закрыт.
russian	2024	Post-ChatGPT	2024-09-30	"В ""OLX Работа"" отметили, что медианная заработная плата в Украине по состоянию на начало сентября составляет 17 218 гривень."
russian	2024	Post-ChatGPT	2024-07-09	В ZVA заметили, что в этом году количество заявлений на получение компенсаций уменьшается.
russian	2024	Post-ChatGPT	2024-07-11	В абсолютном выражении это больше, чем привлекли «Открытие», Почта Банк, «Россия», «Уралсиб» и Хоум Банк.
russian	2024	Post-ChatGPT	2024-01-18	В Абшеронском районе убит 35-летний мужчина, его тесть добровольно сдался следствию -
russian	2024	Post-ChatGPT	2024-11-24	В августе и сентябре наблюдался всплеск атак, когда Украина впервые публично рассказала об использовании Россией KN-23.
russian	2024	Post-ChatGPT	2024-05-31	Вадим Зарипов, руководитель практики нормотворчества и регуляторных инициатив МЭФ LEGA (его буду часто упоминать), предложил начинать со ставки НДС для УСН.
russian	2024	Post-ChatGPT	2024-07-15	В административный кодекс региона уже внесены такие поправки.
russian	2024	Post-ChatGPT	2024-11-04	Важная часть бизнеса - продажа сопутствующих товаров и общественное питание.
russian	2024	Post-ChatGPT	2024-09-21	Важно действовать, не раздумывая слишком долго, ведь удача будет на стороне тех, кто готов рисковать.
russian	2024	Post-ChatGPT	2024-02-12	Важное значение в этой диете занимает приготовление овощей, птицы и мяса на пару, а не на масле.
russian	2024	Post-ChatGPT	2024-05-22	Важной проблемой в парке депутат считает неработающий общественный туалет.
russian	2024	Post-ChatGPT	2024-02-08	Важно отметить, что большинство банков требуют личное присутствие при открытии счета, однако некоторые учреждения допускают открытие счета по доверенности.
russian	2024	Post-ChatGPT	2024-05-01	Важно отметить, что польза от скорлупы будет лишь от сырых яиц.
russian	2024	Post-ChatGPT	2024-02-24	Важно отслеживать изменения в природе и вовремя адекватно на них реагировать.
russian	2024	Post-ChatGPT	2024-02-22	Важно помнить, что заключая социальный контракт, вы обязуетесь его выполнять.
russian	2024	Post-ChatGPT	2024-02-07	Важно составить разнообразный план тренировок и не забывать о здоровом, сбалансированном питании, а также стараться избавляться от стресса.
russian	2024	Post-ChatGPT	2024-04-23	Важно также не забывать о алкогольной карте, так как мясо и вино — это классика.
russian	2024	Post-ChatGPT	2024-09-16	Важно уважать идеи семейного наследия и нравственных ценностей, которые могут быть ключевыми.
russian	2024	Post-ChatGPT	2024-06-28	Важно узнать, как иностранный экспортёр обрабатывает возврат товара.
russian	2024	Post-ChatGPT	2024-06-10	Важно успеть сделать это за 30 секунд, потому что кожа в это время максимально восприимчива к действию компонентов.
russian	2024	Post-ChatGPT	2024-09-06	Важно учитывать условия хранения, такие как температура и влажность, чтобы обеспечить сохранность бумаг.
russian	2024	Post-ChatGPT	2024-04-30	Важно, чтобы у директора школы были обширные социальные связи по всей Эстонии.
russian	2024	Post-ChatGPT	2024-09-21	Важную роль в этом играют геополитические факторы, золото имеет обратную корреляцию с долларом, который на протяжении трех месяцев теряет в стоимости.
russian	2024	Post-ChatGPT	2024-01-20	"В акваторию Черного моря вышел фрегат ""Адмирал Эссен""."
russian	2024	Post-ChatGPT	2024-04-09	Вакцина существует, но плановая вакцинация проводится только по показаниям, в очаге», — сказал Крючков.
russian	2024	Post-ChatGPT	2024-10-23	Валюта нового образца время от времени появляется, но только после покупки у других клиентов.
russian	2024	Post-ChatGPT	2024-08-21	Вам не нужно ездить в офис, чтобы вести дела, задачи можно выполнять удаленно, достаточно освоить ключевые навыки и можно начинать зарабатывать.
russian	2024	Post-ChatGPT	2024-02-06	Вампилов здесь продолжает чеховскую традицию — слова нужны не для того, чтобы выразить свои мысли и чувства, а чтобы, напротив, скрыть их.
russian	2024	Post-ChatGPT	2024-11-27	В аналогичной ситуации Андрей Шутов обезвредил и другого форварда «Сибири» Никиту Короткова.
russian	2024	Post-ChatGPT	2024-06-10	В апелляционном представлении прокурор просил постановление суда отменить и избрать в отношении Сидоренко пресечения в виде заключения под стражу сроком до 6 июля 2024 года.
russian	2024	Post-ChatGPT	2024-06-18	В апреле 2015 года у пары родился сын Сайлас Рэндалл Тимберлейк.
russian	2024	Post-ChatGPT	2024-12-06	В апреле 2023 года в Сети также появилось видео, на котором видно, как российские военные пытают украинского пленного и отрезают ему голову.
russian	2024	Post-ChatGPT	2024-04-14	"В апреле в Польше стартовала акция под названием ""2222 км"", суть которой заключается в том, что участвующие в ней добровольцы обязаны проехать маршрутом от Кракова до Стамбула, преодолевая ежесуточно около 300 км в основном по бездорожью."
russian	2024	Post-ChatGPT	2024-05-10	В апреле дипмиссия Болгарии в России сообщила, что со 2 апреля начинает принимать заявления на выдачу шенгенских виз россиянам.
russian	2024	Post-ChatGPT	2024-08-07	Вареная кукуруза в молоке с маслом - рецепт / коллаж УНИАН, фото ua.
russian	2024	Post-ChatGPT	2024-01-23	Варите гречку на слабом огне около 15 – 20 минут, пока вся вода не впитается и каша станет мягкой.
russian	2024	Post-ChatGPT	2024-04-26	В Армении военнослужащие-контрактники присоединились к акции протеста - РИА Новости, 27.04.
russian	2024	Post-ChatGPT	2024-05-13	В Армении продолжаются массовые протесты против политики премьер-министра Никола Пашиняна, касающейся урегулирования конфликта с Азербайджаном.
russian	2024	Post-ChatGPT	2024-02-19	Василий Васильевич искренне любил свой народ и свою малую родину — село Чувашские Карамалы.
russian	2024	Post-ChatGPT	2024-05-04	Вас также привлекают вещи, которые необходимо улучшать, расти и развивать.
russian	2024	Post-ChatGPT	2024-04-22	В Астрахани 21 апреля произошел пожар на вещевом рынке на Больших Исадах.
russian	2024	Post-ChatGPT	2024-01-25	Вахту предлагают астраханцам со средним профессиональным образованием и опытом работы от 1 года.
russian	2024	Post-ChatGPT	2024-12-17	Ваши воспоминания всегда можно вытащить назад, но обычно для этого нет причин, ясно?
russian	2024	Post-ChatGPT	2024-09-18	Ваши сильные стороны – бескомпромиссность, смелость и железная воля.
russian	2024	Post-ChatGPT	2024-07-30	В Бакинском суде по тяжким преступлениям состоялся судебный процесс по уголовному делу в отношении Эльшана Наджафова, обвиняемого в подготовке террористического акта.
russian	2024	Post-ChatGPT	2024-05-02	В Баку выпускались более 123 видов вооружений и боеприпасов.
russian	2024	Post-ChatGPT	2024-04-08	В банке отметили, что основным стимулом к оформлению данного банковского продукта стала возможность получения социальных пособий, в том числе пенсий, сохранение сбережений и перевод средств.
russian	2024	Post-ChatGPT	2024-05-22	В Бари духовенство и множество горожан в торжественной обстановке встретили мощи.
russian	2024	Post-ChatGPT	2024-12-03	В Беларуси 4 декабря будет преобладать облачная погода, прогнозируются осадки, сообщили БЕЛТА в Республиканском центре по гидрометеорологии, контролю радиоактивного загрязнения и мониторингу окружающей среды Минприроды.
russian	2024	Post-ChatGPT	2024-09-26	В Беларуси живет более 40 тыс. человек старше 90 лет.
russian	2024	Post-ChatGPT	2024-07-04	В Беларуси запрещено посещение лесов в трех районах и еще в 14 ограничено.
russian	2024	Post-ChatGPT	2024-08-06	В Беларуси на 6 августа собрано зерна (с учетом рапса) 6390 тыс. т, из них - 5337 тыс. т зерновых и зернобобовых культур, 1053 тыс. т озимого рапса.
russian	2024	Post-ChatGPT	2024-08-08	В Белгородской области объявили ракетную опасность - РИА Новости, 08.08.
russian	2024	Post-ChatGPT	2024-09-06	В беседе с он рассказал, что для Овнов будет важен конец месяца.
russian	2024	Post-ChatGPT	2024-03-06	В ближайшее время март вспомнит и докажет, что по климату он месяц зимний.
russian	2024	Post-ChatGPT	2024-01-27	В ближайшее время станет известно расписание матчей плей-офф в женском Чемпионате России по футзалу среди профессиональных команд.
russian	2024	Post-ChatGPT	2024-12-28	В ближайшем магазине крупной сети цены на масло — в разбросе от 170,39 до 260 рублей за 180 грамм.
russian	2024	Post-ChatGPT	2024-09-19	В больницах также остаются раненые сотрудники службы безопасности и полиции.
russian	2024	Post-ChatGPT	2024-03-30	В больнице умер мужчина, который получил ранения во время атаки РФ на Каменское в Днепропетровской области 29 марта.
russian	2024	Post-ChatGPT	2024-01-12	"В больницу были доставлены пять человек"", – рассказал Хаугас с места событий."
russian	2024	Post-ChatGPT	2024-05-22	«В большей степени могут подешеветь трехкомнатные квартиры в депрессивных населенных пунктах.
russian	2024	Post-ChatGPT	2024-02-24	В большинстве случаев созависимым нужно опираться на психику другого человека.
russian	2024	Post-ChatGPT	2024-05-30	В больших дозах эти вещества негативно влияют на центральную нервную систему людей и животных», — рассказала Мешалкина.
russian	2024	Post-ChatGPT	2024-07-27	В борьбе за бронзу 25-летняяфранцуженка оказалась более предприимчивой, чем ее соперница, испанка Лаура Мартинес Абеленда, и выиграла вадза-ари (О-сото-отоси) по золотому счету.
russian	2024	Post-ChatGPT	2024-11-13	В бою он полагается на некротические заклинания, наносящие своим врагам разрушительный урон.
russian	2024	Post-ChatGPT	2024-12-19	В будущем Китай и Беларусь будут продолжать углублять обмены и сотрудничество на высоком уровне в различных областях на благо народов двух стран.
russian	2024	Post-ChatGPT	2024-07-09	В будущем планируется рассчитывать норматив для многоквартирных домов также, исходя из количества проживающих.
russian	2024	Post-ChatGPT	2024-09-09	В будущем, с увеличением спроса на этот вид продукции таджикского производства, учредители предприятия намерены увеличить объём производства на основе имеющейся рабочей силы почти в два раза.
russian	2024	Post-ChatGPT	2024-07-01	В Бухаресте начала свою работу ежегодная сессия Парламентской Ассамблеи Организации по безопасности и сотрудничеству в Европе (ОБСЕ), сообщили НИАТ «Ховар» в Маджлиси намояндагон Маджлиси Оли Республики Таджикистан.
russian	2024	Post-ChatGPT	2024-06-17	В ванной рекомендуется мыться под холодным душем или пользоваться пакетами со льдом, полотенцами и влажными салфетками.
russian	2024	Post-ChatGPT	2024-04-04	Введена цифровая система управления контрольной деятельностью в онлайне.
russian	2024	Post-ChatGPT	2024-04-27	Введение внешнего управления способствует сохранению инвестиционного климата в России и сокращению оттока капитала из страны», —
russian	2024	Post-ChatGPT	2024-01-03	Введение ОПВР в особенности актуально для граждан, которые не имеют солидарного стажа (до 1998 года), либо чей стаж в солидарной системе незначителен.
russian	2024	Post-ChatGPT	2024-07-06	В ведомстве отметили, что утром 6 июля обнаружили, что российские дроны направляются в сторону украинской территории вблизи румынской границы.
russian	2024	Post-ChatGPT	2024-08-19	В ведомстве прокомментировали публикацию The Washington Post (WP) о том, что предстоящий процесс был нарушен на фоне наступления украинских вооруженных сил (ВСУ) в Курской области.
russian	2024	Post-ChatGPT	2024-03-22	В ведомстве также пояснили, что основные усилия сейчас направлены на поиск и спасение людей.
russian	2024	Post-ChatGPT	2024-11-11	В ведомстве уточнили, что попытка ВСУ совершить террористическую атаку была пресечена 11 ноября в период с 6.50 до 7.20 мск.
russian	2024	Post-ChatGPT	2024-01-11	В вену попали с третьего раза, потому что нам дали не врача, а интерна.
russian	2024	Post-ChatGPT	2024-03-13	В Верховной Раде зарегистрировали законопроект, которым предлагают увеличить размер пособия при рождении ребенка от 41 тыс. 280 грн до более 384 тыс. грн.
russian	2024	Post-ChatGPT	2024-04-07	В Верховной Раде слишком долго рассматривали новый законопроект о мобилизации.
russian	2024	Post-ChatGPT	2024-08-11	В весовой категории 65,8 кг победил Александр Колесников из омской школы «ШТОРМ».
russian	2024	Post-ChatGPT	2024-05-18	В вечерние часы 18 мая планируется ограничение промышленных потребителей, однако для населения не предполагается.
russian	2024	Post-ChatGPT	2024-05-22	В виде номенклатуры можно установить реквизиты, которые будут заполняться для элемента справочника номенклатуры по-умолчанию (ГФР, ставка НДС, Единицы измерения и т.д.
russian	2024	Post-ChatGPT	2024-11-27	В возрасте 86 лет в Израиле скончался Шалом Нагар, который в 1962 году выступил исполнителем смертного приговора в отношении нацистского преступника Адольфа Эйхмана.
russian	2024	Post-ChatGPT	2024-11-07	В воскресенье, 10 ноября, с утра в областном центре -4 градуса и небольшой снег.
russian	2024	Post-ChatGPT	2024-08-25	"В воскресенье Зеленский опубликовал в социальных сетях видео, на котором показана украинская ракета-дрон ""Паляниця""."
russian	2024	Post-ChatGPT	2024-12-17	В «Вымпелкоме» подтвердили факт сделки, но не раскрыли ее сумму.
russian	2024	Post-ChatGPT	2024-03-24	"В Гвардейском из домов частного сектора рядом с нефтебазой эвакуируют жителей"", — сообщил Telegram-канал."
russian	2024	Post-ChatGPT	2024-07-02	В годовом выражении показатель увеличился на 63 процента.
russian	2024	Post-ChatGPT	2024-11-05	В горных районах ветер разгонится до 25-30 метров в секунду, при этом ожидаются сильные дожди и гололедица.
russian	2024	Post-ChatGPT	2024-06-15	В городе сдали 92 дома на 727 квартиры.
russian	2024	Post-ChatGPT	2024-03-06	В городских школах отменили занятия, родителей попросили забрать детей из детсадов.
russian	2024	Post-ChatGPT	2024-12-27	В Городском клиническом роддоме № 2 обновили родильное отделение: от стен до медицинского оборудования.
russian	2024	Post-ChatGPT	2024-11-24	В государственной политике, на протяжении более 3-х десятилетий успешно проводимой Лидером нации уважаемым Эмомали Рахмоном, вопросы всестороннего развития страны и неуклонного роста благосостояния народа занимают ключевое место.
russian	2024	Post-ChatGPT	2024-09-04	В границах Петербурга также есть 17 особо охраняемых природных территорий — десять из них государственные природные заказники, а семь — памятники природы.
russian	2024	Post-ChatGPT	2024-12-15	В ГУР подчеркнули, что процесс ослабления объектов логистики, которые Россия использует для ведения войны, продолжается.
russian	2024	Post-ChatGPT	2024-03-27	В дальнейшем их планируют использовать для будущих моделей бренда, пишет ТАСС.
russian	2024	Post-ChatGPT	2024-09-30	В дальнейшем рост продолжится темпом около 3-3,2 процента.
russian	2024	Post-ChatGPT	2024-06-05	"В данном моменте ""свободы слова"" ГПУ может не увидеть чего-то плохого."
russian	2024	Post-ChatGPT	2024-08-06	В двух из восьми гонок Раммо сумел войти в десятку лучших.
russian	2024	Post-ChatGPT	2024-05-08	"В декабре вопрос о переименовании снова вынесли на голосование в ""Киев Цифровой"", по результатам которого 90% киевлян проголосовали за вариант ""проспект Воздушных Сил""."
russian	2024	Post-ChatGPT	2024-01-14	В декабре житель вскрыл и поджег шкаф для подачи смазки на рельсы.
russian	2024	Post-ChatGPT	2024-07-25	В декабре прошлого года суд его к 12 годам лишения свободы в колонии строгого режима за создание преступного сообщества, мошенничество, отмывание денег и коммерческий подкуп.
russian	2024	Post-ChatGPT	2024-02-28	"В день ограбления ""налетчик"" подъехал к дому потерпевшего и дождался, когда тот выйдет из дома."
russian	2024	Post-ChatGPT	2024-08-23	В Деснянском районе столицы около 5:00 горели четыре автомобиля.
russian	2024	Post-ChatGPT	2024-05-30	В Деснянском суде столицы начали первое заседание по существу.
russian	2024	Post-ChatGPT	2024-04-07	В детстве мальчик растет всеобщим любимцем, увлекая всех вокруг.
russian	2024	Post-ChatGPT	2024-03-08	В детстве она мечтала совсем о другой профессии.
russian	2024	Post-ChatGPT	2024-12-07	В Дзержинске две школьницы дважды ударили учительницу лицом в торт и оскорбили ее на камеру.
russian	2024	Post-ChatGPT	2024-01-19	В дирекции благоустройства Кирова продолжают устранять последствия сильнейшего снегопада.
russian	2024	Post-ChatGPT	2024-09-02	В Днепре в ночь на 2 сентября прозвучали звуки взрывов.
russian	2024	Post-ChatGPT	2024-07-11	В Днепре температура ночью будет +24°, днем +34°, практически безоблачно.
russian	2024	Post-ChatGPT	2024-01-18	В Днепропетровской и Кировоградской областях Украины объявили воздушную тревогу, свидетельствуют данные онлайн-карты.
russian	2024	Post-ChatGPT	2024-01-16	В Днепропетровской области прогремели взрывы, сообщили СМИ - РИА Новости, 17.01.
russian	2024	Post-ChatGPT	2024-10-26	"В дни ""Марафона единства"", который принимал Жлобин 25 и 26 октября, мемориальный комплекс посетили сотни взрослых и детей."
russian	2024	Post-ChatGPT	2024-04-03	Вдовин пояснил, что расширение числа призывников связано с работой по увеличению общего количества воинских частей, которые нуждаются в комплектовании.
russian	2024	Post-ChatGPT	2024-10-18	В договоре об изменении климата участвуют 198 сторон, и для принятия решений должны дать согласие все стороны».
russian	2024	Post-ChatGPT	2024-09-18	В домах повыбивало окна и снесло металлические листы с крыш зданий», — описывал канал.
russian	2024	Post-ChatGPT	2024-10-07	В Доме коммерческого собрания открылась выставка Юлии Воронцовой «Деревянная трагедия», посвящённая уходящей архитектуре старого Архангельска.
russian	2024	Post-ChatGPT	2024-08-03	В доме многое сделал для удобства передвижения на коляске, пандус соорудил, на тракторе и автомобиле установил ручное управление, чтобы я мог ездить, – говорит собеседник.
russian	2024	Post-ChatGPT	2024-12-30	В Донецкой Народной Республике особое внимание уделяют уникальному ботаническому саду.
russian	2024	Post-ChatGPT	2024-11-19	В дополнительной перестрелке более точным оказался Валерий Козлов, вновь не промахнувшийся ни разу.
russian	2024	Post-ChatGPT	2024-03-30	В дополнительный день приема все клиентские службы по всей республике будут работать с 08:45 до 16.45.
russian	2024	Post-ChatGPT	2024-03-27	В дорогу следует взять необходимый запас воды, еды, влажные салфетки и пакеты для утилизации отходов жизнедеятельности животного.
russian	2024	Post-ChatGPT	2024-02-15	В другой миске добавьте сливочное масло, растительное масло и сахар и взбивайте все до кремового состояния.
russian	2024	Post-ChatGPT	2024-12-03	В другой раз он связался с женщиной, выдав себя за врача и утверждая, что воздыхатель женщины попал в больницу и ему нужны деньги на операцию.
russian	2024	Post-ChatGPT	2024-09-17	В его обязанности помимо дипломатических функций входило курирование работы советской военной разведки, а также создание резидентуры на территории Рейха.
russian	2024	Post-ChatGPT	2024-05-07	В его рамках одной из задач был поиск исполнителей среди военных, приближенных к охране украинского президента, которые могли бы взять его в заложники, а впоследствии убить.
russian	2024	Post-ChatGPT	2024-02-29	В его тактику входит во время обстрелов, в нарушение конвенции о запрещении химического оружия, сброс с беспилотников гранат с отравляющими веществами.
russian	2024	Post-ChatGPT	2024-08-20	Ведется работа по приобретению для них школьной и спортивной форм.
russian	2024	Post-ChatGPT	2024-04-05	Ведь Вашингтон был главным поставщиком боеприпасов для Украины.
russian	2024	Post-ChatGPT	2024-03-14	Ведь, если поутру хоть как-то примораживает, то к обеду есть только снежное месиво и лужи.
russian	2024	Post-ChatGPT	2024-09-26	Ведь еще с начала своей карьеры в компании энергетического магната Умеров довольно быстро взлетел на высоты менеджмента.
russian	2024	Post-ChatGPT	2024-02-08	Ведь, как правило, многие из них являются предпринимателями, которые как раз и получают самую быструю и самую большую выгоду от того, что в обществе и экономике все идет хорошо.
russian	2024	Post-ChatGPT	2024-09-20	"Ведь Могилевский район - флагман сельского хозяйства области, и об этом нельзя забывать""."
russian	2024	Post-ChatGPT	2024-07-14	Ведь Украина вынуждена воевать с Российской Федерацией с одной рукой, завязанной за спиной.
russian	2024	Post-ChatGPT	2024-12-27	Великобритания, Дания, Швеция, Польша, Финляндия и Эстония теперь будут проверять страховые документы подозрительных судов, следующих через пролив Ла-Манш, Датские проливы, а также Финский залив.
russian	2024	Post-ChatGPT	2024-10-01	"Великолепное исполнение на цимбалах прозвучало от солистки Белорусской государственной филармонии Вероники Прадед"", - добавил он."
russian	2024	Post-ChatGPT	2024-08-18	Великолукский боец смешанных единоборств Руслан Шамилов провел очередной поединок.
russian	2024	Post-ChatGPT	2024-04-22	Великому актеру в Таре установили памятник, я поклонился ему.
russian	2024	Post-ChatGPT	2024-09-24	Величина пошлин за регистрацию изобретения стартует от 3 300 рублей, а полезной модели — от 1 400 рублей.
russian	2024	Post-ChatGPT	2024-01-09	В емкости с высокими бортами смешиваем воду либо молоко с сахаром (пару щепоток) и дрожжами.
russian	2024	Post-ChatGPT	2024-02-26	Венгерские депутаты отдали 134 голоса за кандидатуру Тамаша Шуйока, еще пять – были против.
russian	2024	Post-ChatGPT	2024-07-26	Вера Фаткулина отметила, что информация, полученная на всероссийском съезде наставников, является важной и необходимой для работы методической службы дошкольных учреждений Псковской области.
russian	2024	Post-ChatGPT	2024-01-08	Верили в народе, что таким образом швея или ткачиха свою память может потерять.
