sent_id,language,year,period,date,word_order,sentence,has_subject,has_verb,has_object,subj_text,subj_pos,verb_text,verb_pos,obj_text,obj_pos,true_word_order,notes
0,rus,2022,Pre-ChatGPT,2022-03-07,SV_only,"RU сообщало о том , что губернатор Югры Наталья Комарова выразила готовность разместить 300 беженцев из Донбасса на территории региона .",True,True,False,RU,1,сообщало,2,,,,
0,rus,2021,Pre-ChatGPT,2021-11-19,SVO,"Зато теперь все будут покупать катапультные кресла Англии , ха-ха .",True,True,True,все,3,покупать,5,кресла,7,,
0,rus,2022,Pre-ChatGPT,2022-08-05,SV_only,"« Еще 4 - 5 лет назад не было вообще понимания и перспективы , куда муниципалитетам двигаться в плане капитального ремонта образовательных учреждений .",True,True,False,понимания,11,было,9,,,,
0,rus,2019,Pre-ChatGPT,2019-10-28,INCOMPLETE,Любовь Кузнецова :,False,False,False,,,,,,,,
0,rus,2022,Pre-ChatGPT,2022-06-02,SV_only,"Оккупационные силы в Херсонской области не дали ни одного "" зеленого коридора "" , даже для вывоза из области детей , говорит глава Херсонской ОВА Геннадий Лагута .",True,True,False,силы,2,дали,7,,,,
0,rus,2022,Pre-ChatGPT,2022-05-11,SV_only,"Пушилин заявил , что россиянам "" развязали руки "" для атак на"" Азовсталь",True,True,False,Пушилин,1,заявил,2,,,,
0,rus,2023,Post-ChatGPT,2023-12-04,SV_only,"Кстати , уже долгое время ходят разговоры о том , что бывший российский теннисист Александр Шевченко скоро получит паспорт Казахстана и сможет выступать за нашу страну .",True,True,False,разговоры,7,ходят,6,,,,
0,rus,2023,Post-ChatGPT,2023-07-01,SV_only,"Она отметила , что Белый дом ускоряет этот процесс и ведет « опосредованное противостояние c Россией за счет украинского народа » .",True,True,False,Она,1,отметила,2,,,,
0,rus,2022,Pre-ChatGPT,2022-08-08,SV_only,"Они угрожают ее заминировать , взорвать , используют ее для прикрытия своих войск "" , – говорит Жданов .",True,True,False,Они,1,угрожают,2,,,,
0,rus,2024,Post-ChatGPT,2024-10-10,SV_only,"Да , есть определенный объем потерь и , хуже всего , есть объем потерь наиболее способных молодых людей , наиболее способных абитуриентов .",True,True,False,объем,5,есть,3,,,,
0,rus,2024,Post-ChatGPT,2024-08-12,INCOMPLETE,"Самое важное — был доклад главкома Александра Сырского по поводу наших оборонных действий на фронте и операции в Курской области , — написал Зеленский в личном блоге .",False,False,False,,,,,,,,
0,rus,2024,Post-ChatGPT,2024-07-19,INCOMPLETE,"Говорят : чем больше "" Летучие мыши "" , тем меньше врагов .",False,True,False,,,Говорят,1,,,,
0,rus,2021,Pre-ChatGPT,2021-10-12,INCOMPLETE,"Конец года близко , часть денег можно получить в 2022 году .",False,False,False,,,,,,,,
0,rus,2019,Pre-ChatGPT,2019-09-20,SV_only,Для повышения обеспеченности населения жильем до 30 м² на человека к 2030 году запланирован ежегодный рост объемов ввода нового жилья на 8 % .,True,True,False,рост,16,запланирован,14,,,,
0,rus,2020,Pre-ChatGPT,2020-04-22,SV_only,"Обозреватель Маркес Браунли в своём видео отметил , что компании удалось сделать устройство таким доступным ( по крайней мере в США , где валюта сейчас укрепилась ) именно благодаря унификации и оптимизации всех процессов .",True,True,False,Обозреватель,1,отметил,7,,,,
0,rus,2023,Post-ChatGPT,2023-03-30,SVO,"Он пообещал украинской армии самый жесткий отпор , если она « только попробует сунуться » .",True,True,True,Он,1,пообещал,2,отпор,7,,
0,rus,2023,Post-ChatGPT,2023-05-12,INCOMPLETE,Срок действия контракта – от 1 года и более .,False,False,False,,,,,,,,
0,rus,2024,Post-ChatGPT,2024-05-12,SV_only,И по-прежнему у « дворцовых люстр для хрущевок » есть фанаты .,True,True,False,фанаты,11,есть,10,,,,
0,rus,2019,Pre-ChatGPT,2019-12-13,INCOMPLETE,"Земельные споры – последнее дело , как пелось в одной песне , если ее слова чуть перефразировать .",False,False,False,,,,,,,,
0,rus,2021,Pre-ChatGPT,2021-09-02,SV_only,"Но « Акт Родченкова » как раз направлен на то , что , в принципе , чуть ли не на территории любой страны это можно сделать — закон им это позволяет .",True,True,False,Акт,3,направлен,8,,,,
0,rus,2023,Post-ChatGPT,2023-07-13,SV_only,Также Украинские войска продолжают вести наступательные действия севернее и южнее города Бахмут .,True,True,False,войска,3,продолжают,4,,,,
0,rus,2020,Pre-ChatGPT,2020-11-16,SV_only,За время работы программы перечень социальных сервисов значительно расширен .,True,True,False,перечень,5,расширен,9,,,,
0,rus,2023,Post-ChatGPT,2023-04-16,SV_only,"Пригожин является исполняющим обязанности президента Российской Федерации , а также руководителем "" специальной военной операции "" на территории Украины .",True,True,False,Пригожин,1,является,2,,,,
0,rus,2019,Pre-ChatGPT,2019-03-19,SV_only,Проверки завершены в трех облгазах и во всех выявлены незаконные доначисления потребителям за газ .,True,True,False,Проверки,1,завершены,2,,,,
0,rus,2022,Pre-ChatGPT,2022-01-22,SV_only,"Он провел в океане 27 часов до того , как его спасли .",True,True,False,Он,1,провел,2,,,,
0,rus,2023,Post-ChatGPT,2023-02-27,SVO,"В Головинском районе инвестор восстановит часть исторических зданий фабрики « Йокиш » конца XVIII — начала XIX века , — отметил он .",True,True,True,инвестор,4,восстановит,5,часть,6,,
